Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,0.00,-19.17,0.0,?,-296.1,296.1,-90.0
4373452,0.00,-27.63,0.0,?,-203.3,203.3,-90.0
7746904,-0.25,-37.85,6.8,69.58,-145.5,145.7,-87.3
11120356,-0.55,-49.37,9.0,31.87,-108.2,108.6,-85.3
14493808,-0.70,-61.71,7.6,24.74,-83.2,83.5,-84.7
17867260,-0.65,-72.29,5.4,26.63,-68.2,68.4,-85.5
21240712,-0.54,-82.39,3.6,32.17,-57.0,57.1,-86.4
24614164,-0.37,-90.87,2.1,46.77,-49.2,49.2,-87.5
27987616,-0.19,-98.07,0.9,93.24,-43.4,43.4,-88.8
31361068,0.00,-104.14,0.0,?,-39.0,39.0,-90.0
34734520,0.00,-109.32,0.0,?,-35.5,35.5,-90.0
38107972,0.00,-113.73,0.0,?,-32.6,32.6,-90.0
41481424,0.00,-117.53,0.0,?,-30.3,30.3,-90.0
44854876,0.00,-120.90,0.0,?,-28.3,28.3,-90.0
48228328,0.00,-123.99,0.0,?,-26.6,26.6,-90.0
51601780,0.00,-126.79,0.0,?,-25.0,25.0,-90.0
54975232,0.00,-129.55,0.0,?,-23.6,23.6,-90.0
58348684,0.00,-132.37,0.0,?,-22.1,22.1,-90.0
61722136,0.00,-135.08,0.0,?,-20.7,20.7,-90.0
65095588,0.00,-137.77,0.0,?,-19.3,19.3,-90.0
68469040,-0.05,-140.45,0.2,316.25,-18.0,18.0,-89.4
71842492,-0.11,-142.99,0.3,161.44,-16.7,16.7,-88.8
75215944,-0.15,-145.54,0.5,114.11,-15.5,15.5,-88.2
78589396,-0.18,-148.03,0.5,98.84,-14.3,14.3,-87.8
81962848,-0.17,-150.32,0.5,103.44,-13.2,13.3,-87.8
85336300,-0.17,-152.49,0.5,103.64,-12.2,12.2,-87.6
88709752,-0.13,-154.38,0.4,130.02,-11.4,11.4,-88.0
92083204,-0.10,-156.22,0.3,170.20,-10.5,10.5,-88.3
95456656,-0.07,-157.86,0.2,261.59,-9.8,9.8,-88.8
98830108,-0.04,-159.32,0.1,442.92,-9.1,9.1,-89.3
102203560,-0.01,-160.59,0.0,353.34,-8.6,8.6,-89.7
105577012,-0.01,-161.81,0.0,789.45,-8.0,8.0,-89.8
108950464,-0.00,-162.97,0.0,766.35,-7.5,7.5,-90.0
112323916,-0.01,-164.04,0.0,212.32,-7.0,7.0,-89.7
115697368,-0.03,-165.09,0.1,573.19,-6.5,6.5,-89.2
119070820,-0.06,-166.18,0.2,282.80,-6.1,6.1,-88.3
122444272,-0.10,-167.23,0.3,177.17,-5.6,5.6,-87.1
125817724,-0.14,-168.32,0.4,125.75,-5.1,5.1,-85.5
129191176,-0.18,-169.51,0.5,94.01,-4.6,4.6,-83.3
132564628,-0.22,-170.77,0.6,80.56,-4.0,4.1,-81.2
135938080,-0.24,-172.07,0.7,72.30,-3.5,3.5,-78.7
139311532,-0.26,-173.35,0.8,66.60,-2.9,3.0,-75.4
142684984,-0.26,-174.69,0.7,66.91,-2.3,2.4,-72.1
146058436,-0.23,-176.01,0.7,76.96,-1.7,1.9,-69.5
149431888,-0.18,-177.32,0.5,95.71,-1.2,1.3,-65.9
152805340,-0.12,-178.50,0.4,140.26,-0.7,0.7,-61.5
156178792,-0.05,-179.54,0.1,362.33,-0.2,0.2,-55.7
159552244,0.00,179.60,0.0,?,0.2,0.2,90.0
162925696,0.00,178.97,0.0,?,0.4,0.4,90.0
166299148,0.00,178.42,0.0,?,0.7,0.7,90.0
169672600,0.00,178.08,0.0,?,0.8,0.8,90.0
173046052,0.00,177.88,0.0,?,0.9,0.9,90.0
176419504,0.00,177.66,0.0,?,1.0,1.0,90.0
179792956,0.00,177.52,0.0,?,1.1,1.1,90.0
183166408,0.00,177.30,0.0,?,1.2,1.2,90.0
186539860,0.00,176.99,0.0,?,1.3,1.3,90.0
189913312,0.00,176.64,0.0,?,1.5,1.5,90.0
193286764,0.00,176.21,0.0,?,1.7,1.7,90.0
196660216,0.00,175.64,0.0,?,1.9,1.9,90.0
200033668,-0.07,174.90,0.2,253.17,2.2,2.2,84.9
203407120,-0.16,174.18,0.5,109.41,2.5,2.6,79.8
206780572,-0.25,173.27,0.7,70.66,2.9,3.0,76.4
210154024,-0.32,172.37,0.9,53.97,3.3,3.5,74.4
