Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
1000000,0.00,-19.20,0.0,?,-295.6,295.6,-90.0
4373452,0.00,-27.60,0.0,?,-203.6,203.6,-90.0
7746904,-0.24,-37.82,6.7,71.32,-145.7,145.8,-87.4
11120356,-0.55,-49.37,9.0,31.64,-108.2,108.5,-85.2
14493808,-0.70,-61.74,7.7,24.69,-83.1,83.5,-84.7
17867260,-0.66,-72.32,5.4,26.48,-68.1,68.3,-85.5
21240712,-0.54,-82.40,3.6,31.97,-57.0,57.1,-86.4
24614164,-0.37,-90.88,2.1,47.03,-49.2,49.2,-87.6
27987616,-0.18,-98.07,0.9,97.34,-43.4,43.4,-88.8
31361068,0.00,-104.16,0.0,?,-39.0,39.0,-90.0
34734520,0.00,-109.35,0.0,?,-35.4,35.4,-90.0
38107972,0.00,-113.78,0.0,?,-32.6,32.6,-90.0
41481424,0.00,-117.52,0.0,?,-30.3,30.3,-90.0
44854876,0.00,-120.92,0.0,?,-28.3,28.3,-90.0
48228328,0.00,-124.01,0.0,?,-26.6,26.6,-90.0
51601780,0.00,-126.81,0.0,?,-25.0,25.0,-90.0
54975232,0.00,-129.57,0.0,?,-23.5,23.5,-90.0
58348684,0.00,-132.37,0.0,?,-22.1,22.1,-90.0
61722136,0.00,-135.07,0.0,?,-20.7,20.7,-90.0
65095588,0.00,-137.72,0.0,?,-19.3,19.3,-90.0
68469040,-0.06,-140.44,0.2,295.48,-18.0,18.0,-89.4
71842492,-0.10,-143.03,0.3,167.36,-16.7,16.7,-88.9
75215944,-0.15,-145.57,0.5,113.38,-15.5,15.5,-88.2
78589396,-0.18,-148.04,0.6,97.99,-14.3,14.3,-87.8
81962848,-0.17,-150.32,0.5,102.84,-13.2,13.3,-87.8
85336300,-0.16,-152.48,0.5,105.63,-12.2,12.3,-87.7
88709752,-0.13,-154.43,0.4,131.21,-11.3,11.4,-88.0
92083204,-0.10,-156.25,0.3,173.72,-10.5,10.5,-88.4
95456656,-0.06,-157.86,0.2,301.88,-9.8,9.8,-89.0
98830108,-0.04,-159.31,0.1,462.05,-9.1,9.1,-89.3
102203560,-0.01,-160.62,0.0,480.90,-8.5,8.5,-89.8
105577012,-0.01,-161.81,0.0,674.43,-8.0,8.0,-89.9
108950464,-0.00,-162.95,0.0,942.21,-7.5,7.5,-90.0
112323916,-0.01,-164.03,0.0,539.06,-7.0,7.0,-89.7
115697368,-0.03,-165.10,0.1,579.96,-6.5,6.5,-89.2
119070820,-0.06,-166.15,0.2,293.42,-6.1,6.1,-88.4
122444272,-0.09,-167.24,0.3,185.61,-5.6,5.6,-87.2
125817724,-0.14,-168.36,0.4,124.06,-5.1,5.1,-85.4
129191176,-0.18,-169.51,0.5,96.33,-4.6,4.6,-83.5
132564628,-0.21,-170.80,0.6,81.86,-4.0,4.1,-81.3
135938080,-0.24,-172.05,0.7,72.18,-3.5,3.5,-78.7
139311532,-0.26,-173.36,0.7,67.77,-2.9,3.0,-75.7
142684984,-0.25,-174.76,0.7,69.08,-2.3,2.4,-72.4
146058436,-0.23,-176.02,0.7,76.24,-1.7,1.9,-69.3
149431888,-0.19,-177.36,0.5,93.29,-1.1,1.3,-65.0
152805340,-0.11,-178.52,0.3,153.29,-0.6,0.7,-63.3
156178792,-0.04,-179.55,0.1,465.25,-0.2,0.2,-61.3
159552244,0.00,179.62,0.0,?,0.2,0.2,90.0
162925696,0.00,178.98,0.0,?,0.4,0.4,90.0
166299148,0.00,178.39,0.0,?,0.7,0.7,90.0
